"Date","T_treatment","GPP","GPP_SE","LA","LA_SE","RM","RM_SE","LM","WM","LM_SE","WM_SE","litter","litter_SE","TNC_tot","TNC_tot_SE","TNC_leaf","TNC_leaf_SE","TNC_wood","TNC_wood_SE","TNC_root","TNC_root_SE"
2013-01-23,"ambient",3.3128618248518,0.216020561185312,0.928739468208959,0.0143223240662807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-23,"elevated",3.5574637899684,0.370792742651015,1.0806352833443,0.0256965552523314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-24,"ambient",5.134561999086,0.338119257639586,0.944500964999451,0.014447171349317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-24,"elevated",5.4228262216986,0.561111760774757,1.09853697381436,0.0260192989307316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-25,"ambient",5.5776021793128,0.36040506178082,0.960262461789942,0.0145790396436569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-25,"elevated",5.7566954085108,0.604557112431936,1.11643866428443,0.0263433221249812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-26,"ambient",5.6494640951034,0.365248267692647,0.976023958580434,0.0147177402295308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-26,"elevated",5.8883912927268,0.609944414784553,1.13434035475449,0.0266685781967729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-27,"ambient",3.0947990147334,0.190837365544101,0.991785455370926,0.0148630818336713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-27,"elevated",3.3610953307464,0.337653908584875,1.15224204522456,0.0269950225822718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,"ambient",1.7483591407386,0.102937454354424,1.00754695216142,0.0150148716052686,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-28,"elevated",1.9017154336128,0.1867522429346,1.17014373569462,0.0273226126884024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,"ambient",6.2652318575496,0.3920752138211,1.02330844895191,0.0151729160232576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-29,"elevated",6.6477391186752,0.681575211633005,1.18804542616469,0.0276513077945085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-30,"ambient",5.294700181758,0.323625952898129,1.0390699457424,0.0153370217308571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-30,"elevated",5.6286837344556,0.564990667688694,1.20594711663475,0.0279810689591364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-31,"ambient",6.341353776459,0.395682009425415,1.05483144253289,0.0155069962950461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-01-31,"elevated",6.5720312085948,0.666869973134476,1.22384880710482,0.0283118589316979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-01,"ambient",3.3186627767592,0.205587377018732,1.07059293932338,0.0156826488902288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-01,"elevated",3.554907888987,0.352619881777272,1.24175049757488,0.0286436420687713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-02,"ambient",3.8327292883776,0.231910884812897,1.08635443611388,0.0158637909067048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-02,"elevated",4.1347873915764,0.40970306415194,1.25965218804495,0.028976384254812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-03,"ambient",5.9828942668092,0.374161430013799,1.10211593290437,0.0160502364857012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-03,"elevated",6.3699809916522,0.632046757087989,1.27755387851501,0.0293100528270465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,"ambient",6.2386635886146,0.38698360898353,1.11787742969486,0.0162418029836609,NA,NA,74.818530914837,0.0278959291373632,7.06110699018618,0.0111353571122165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-04,"elevated",6.652367730177,0.645672987880996,1.29545556898508,0.0296446165043353,NA,NA,81.4852642241737,0.0738059459329743,10.937540676835,0.0282674172497627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,"ambient",6.881843924163,0.436114190962366,1.1277458586966,0.0165582475210097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-05,"elevated",7.3244909941788,0.701713671707498,1.31083893719363,0.0295981532773109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-06,"ambient",7.4665683029184,0.47642953397484,1.13761428769834,0.016883612319207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-06,"elevated",7.8840463025064,0.742227541654514,1.32622230540219,0.0295536128575867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,"ambient",7.2248251246158,0.470946061508436,1.14748271670008,0.0172173916751292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-07,"elevated",7.5890139543582,0.696511786272124,1.34160567361074,0.0295110039513378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-08,"ambient",6.565114919064,0.421757348398683,1.15735114570181,0.0175591057407723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013-02-08,"elevated",6.8516931997176,0.620559243898536,1.35698904181929,0.0294703349364487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
